key,question,group,answer,correction,references
GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,Republican,Not important,Not important,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"$100,000 or more",Not important,Not important,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSD_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors that there are guns in the house,"Less than $30,000",Not important,Not important,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,Democrat,Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,Republican,Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"$100,000 or more",Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSE_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Advise visitors with children that there are guns in the house,"Less than $30,000",Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,Democrat,Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,Republican,Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"$100,000 or more",Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPNOKIDSF_W26,Thinking about gun owners who do not have children in their home how important do you think it is for them to: Store guns and ammunition separately,"Less than $30,000",Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house",Democrat,Not important,Important but not essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house",Republican,Not important,Not important,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","$100,000 or more",Not important,Important but not essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSD_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors that there are guns in the house","Less than $30,000",Not important,Not important,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house",Democrat,Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house",Republican,Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","$100,000 or more",Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNRESPKIDSE_W26,"Thinking about gun owners who have children in their home, how important do you think it is for them to: Advise visitors with children that there are guns in the house","Less than $30,000",Essential,Essential,"['Essential', 'Important but not essential', 'Not important', 'Should not be done', 'Refused']"
GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?",Democrat,Yes,No,"['Yes', 'No', 'I do not have children under 18', 'Refused']"
GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?",Republican,Yes,Yes,"['Yes', 'No', 'I do not have children under 18', 'Refused']"
GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?","$100,000 or more",Yes,Yes,"['Yes', 'No', 'I do not have children under 18', 'Refused']"
GUNSAFETYKIDS_W26,"For this question, please think about your child or children who are under 18. Have you ever talked with your child or children about gun safety?","Less than $30,000",Yes,Yes,"['Yes', 'No', 'I do not have children under 18', 'Refused']"
CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?",Democrat,Never,Never,"['All of the time', 'Most of the time', 'Only some of the time', 'Never', 'Refused']"
CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?",Republican,Never,Only some of the time,"['All of the time', 'Most of the time', 'Only some of the time', 'Never', 'Refused']"
CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?","$100,000 or more",Never,Never,"['All of the time', 'Most of the time', 'Only some of the time', 'Never', 'Refused']"
CARRYGUN_W26,"How often, if ever, do you carry a handgun or pistol outside your home, not including times when you are transporting it?","Less than $30,000",Never,Never,"['All of the time', 'Most of the time', 'Only some of the time', 'Never', 'Refused']"
NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,Democrat,Don't want to carry,Don't want to carry,"[""Don't want to carry"", 'Some other reason', 'Refused']"
NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,Republican,Don't want to carry,Don't want to carry,"[""Don't want to carry"", 'Some other reason', 'Refused']"
NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,"$100,000 or more",Don't want to carry,Don't want to carry,"[""Don't want to carry"", 'Some other reason', 'Refused']"
NOCARRYGUN_W26,And would you say you never carry a handgun or pistol because you don't want to or for some other reason?,"Less than $30,000",Don't want to carry,Don't want to carry,"[""Don't want to carry"", 'Some other reason', 'Refused']"
GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports",Democrat,Never,Never,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports",Republican,Never,Never,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports","$100,000 or more",Never,Never,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
GUNACTIVITYA_W26,"How often, if ever, do you visit websites about guns, hunting or other shooting sports","Less than $30,000",Never,Never,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
