key,question,references,qkey,group,attribute,D_H,answer
GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBC_W26,Overall,Overall,"[0.2550362, 0.3031824, 0.34531886, 0.09646255]",Not too much
GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBC_W26,Democrat,POLPARTY,"[0.23153327, 0.3468662, 0.3520737, 0.06952683]",Not too much
GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBC_W26,Republican,POLPARTY,"[0.31062862, 0.26879567, 0.30256316, 0.11801255]",A great deal
GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBC_W26,"$100,000 or more",INCOME,"[0.19959037, 0.31195579, 0.41890607, 0.06954776]",Not too much
GUNCONTRIBC_W26,"How much, if at all, do you think the amount of gun violence in movies and television contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBC_W26,"Less than $30,000",INCOME,"[0.33202959, 0.25072732, 0.29961045, 0.11763264]",A great deal
GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBE_W26,Overall,Overall,"[0.27694888, 0.32011159, 0.27313091, 0.12980862]",A fair amount
GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBE_W26,Democrat,POLPARTY,"[0.28035713, 0.33579643, 0.29367901, 0.09016743]",A fair amount
GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBE_W26,Republican,POLPARTY,"[0.30243968, 0.36553029, 0.25535729, 0.07667274]",A fair amount
GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBE_W26,"$100,000 or more",INCOME,"[0.19042945, 0.35909884, 0.32098438, 0.12948733]",A fair amount
GUNCONTRIBE_W26,"How much, if at all, do you think the amount of gun violence in video games contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBE_W26,"Less than $30,000",INCOME,"[0.3449036, 0.31891678, 0.23455679, 0.10162283]",A great deal
GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBF_W26,Overall,Overall,"[0.29347778, 0.44683119, 0.22687249, 0.03281854]",A fair amount
GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBF_W26,Democrat,POLPARTY,"[0.34045326, 0.42151469, 0.20128925, 0.0367428]",A fair amount
GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBF_W26,Republican,POLPARTY,"[0.27439231, 0.44404133, 0.23545427, 0.04611209]",A fair amount
GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBF_W26,"$100,000 or more",INCOME,"[0.28001292, 0.4763307, 0.23234106, 0.01131533]",A fair amount
GUNCONTRIBF_W26,"How much, if at all, do you think family instability contributes to gun violence in the country today?","['A great deal', 'A fair amount', 'Not too much', 'Not at all', 'Refused']",GUNCONTRIBF_W26,"Less than $30,000",INCOME,"[0.30888115, 0.4305986, 0.22858754, 0.03193271]",A fair amount
GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",GROWUPVIOL_W26,Overall,Overall,"[0.04707514, 0.10710411, 0.2544054, 0.59141535]",Not a problem at all
GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",GROWUPVIOL_W26,Democrat,POLPARTY,"[0.05621765, 0.12365297, 0.27050897, 0.54962041]",Not a problem at all
GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",GROWUPVIOL_W26,Republican,POLPARTY,"[0.01289297, 0.03746537, 0.22619517, 0.72344649]",Not a problem at all
GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",GROWUPVIOL_W26,"$100,000 or more",INCOME,"[0.01499652, 0.05796208, 0.23523853, 0.69180287]",Not a problem at all
GROWUPVIOL_W26,How much of a problem was gun violence in the community where you spent the majority of time when you were growing up?,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']",GROWUPVIOL_W26,"Less than $30,000",INCOME,"[0.0671351, 0.15216617, 0.23804106, 0.54265767]",Not a problem at all
GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2A_W26,Overall,Overall,"[0.60482947, 0.39517053]","Yes, was a reason"
GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2A_W26,Democrat,POLPARTY,"[0.56003496, 0.43996504]","Yes, was a reason"
GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2A_W26,Republican,POLPARTY,"[0.60641307, 0.39358693]","Yes, was a reason"
GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2A_W26,"$100,000 or more",INCOME,"[0.55329005, 0.44670995]","Yes, was a reason"
GROWUPGUN2A_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For protection,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2A_W26,"Less than $30,000",INCOME,"[0.65098396, 0.34901604]","Yes, was a reason"
GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2B_W26,Overall,Overall,"[0.66715866, 0.33284134]","Yes, was a reason"
GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2B_W26,Democrat,POLPARTY,"[0.58293557, 0.41706443]","Yes, was a reason"
GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2B_W26,Republican,POLPARTY,"[0.72869704, 0.27130296]","Yes, was a reason"
GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2B_W26,"$100,000 or more",INCOME,"[0.64434434, 0.35565566]","Yes, was a reason"
GROWUPGUN2B_W26,Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For hunting,"['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2B_W26,"Less than $30,000",INCOME,"[0.65273511, 0.34726489]","Yes, was a reason"
GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet","['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2C_W26,Overall,Overall,"[0.46009457, 0.53990543]","No, was not a reason"
GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet","['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2C_W26,Democrat,POLPARTY,"[0.36356927, 0.63643073]","No, was not a reason"
GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet","['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2C_W26,Republican,POLPARTY,"[0.51909046, 0.48090954]","Yes, was a reason"
GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet","['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2C_W26,"$100,000 or more",INCOME,"[0.46324509, 0.53675491]","No, was not a reason"
GROWUPGUN2C_W26,"Would you say the following was a reason or was not a reason why there were guns in your household when you were growing up? For sport shooting, including target shooting and trap and skeet","['Yes, was a reason', 'No, was not a reason', 'Refused']",GROWUPGUN2C_W26,"Less than $30,000",INCOME,"[0.48282866, 0.51717134]","No, was not a reason"
GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?","['All or most', 'Some', 'Only a few', 'None', 'Refused']",GROWUPGUN4_W26,Overall,Overall,"[0.22933648, 0.45142556, 0.31923796, 0.0]",Some
GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?","['All or most', 'Some', 'Only a few', 'None', 'Refused']",GROWUPGUN4_W26,Democrat,POLPARTY,"[0.13820758, 0.47775186, 0.38404055, 0.0]",Some
GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?","['All or most', 'Some', 'Only a few', 'None', 'Refused']",GROWUPGUN4_W26,Republican,POLPARTY,"[0.33630978, 0.40678748, 0.25690274, 0.0]",Some
GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?","['All or most', 'Some', 'Only a few', 'None', 'Refused']",GROWUPGUN4_W26,"$100,000 or more",INCOME,"[0.20957655, 0.43634677, 0.35407668, 0.0]",Some
GROWUPGUN4_W26,"Thinking about the people in the community where you spent the majority of time when you were growing up, as far as you know, how many people owned guns?","['All or most', 'Some', 'Only a few', 'None', 'Refused']",GROWUPGUN4_W26,"Less than $30,000",INCOME,"[0.21422119, 0.43999715, 0.34578166, 0.0]",Some
GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",GROWUPGUN6_W26,Overall,Overall,"[0.06355962, 0.19587363, 0.23884767, 0.50171908]",Never
GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",GROWUPGUN6_W26,Democrat,POLPARTY,"[0.01921255, 0.14692663, 0.20360438, 0.63025643]",Never
GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",GROWUPGUN6_W26,Republican,POLPARTY,"[0.06927874, 0.24293073, 0.22220579, 0.46558474]",Never
GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",GROWUPGUN6_W26,"$100,000 or more",INCOME,"[0.04972966, 0.21084357, 0.23893322, 0.50049354]",Never
GROWUPGUN6_W26,"How often, if ever, did you go shooting or to a gun range when you were growing up?","['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']",GROWUPGUN6_W26,"Less than $30,000",INCOME,"[0.05918706, 0.18444419, 0.21596925, 0.5403995]",Never
